자치구,행정동,기초생활수급가구비율,기초생활수급인원비율
서초구,방배3동,0.02518886699604939,0.014164305949008499
서초구,방배4동,0.017695907203585316,0.009397278029812054
서초구,양재1동,0.05715663483716002,0.036324230602514086
서초구,양재2동,0.030094100889488273,0.01984331955922865
서초구,내곡동,0.04623287671232876,0.034103499527090936
강남구,신사동,0.010965419295174555,0.00698263070611853
강남구,논현1동,0.019837872624326194,0.017611788393034938
강남구,논현2동,0.01996731540632892,0.015327460921984159
강남구,삼성1동,0.011278677318750801,0.0076525336091003105
강남구,삼성2동,0.017113366460103984,0.011159907000774993
강남구,대치1동,0.001614802354920101,0.0008782435129740519
강남구,대치4동,0.02059603682321735,0.013793778125611427
강남구,역삼1동,0.01583401981439496,0.014213523235324101
강남구,역삼2동,0.015689166764444592,0.008949745906267645
강남구,도곡1동,0.008566148069194137,0.00447647611799991
강남구,도곡2동,0.002339279000793684,0.0011427231972809047
강남구,개포1동,0.024090716604714627,0.012511039152193112
강남구,개포4동,0.042160850030875364,0.02787494835422118
강남구,일원본동,0.0034901563549930297,0.0018230432668935343
강남구,일원1동,0.12008181398315333,0.08354778861691305
강남구,일원2동,0.1116984601241094,0.06446463654223969
강남구,수서동,0.2547827470953366,0.17526532114594195
강남구,세곡동,0.05393453702809693,0.0402135787851031
강남구,압구정동,0.005785381026438569,0.0028760531701111703
강남구,청담동,0.009659726580620517,0.0066488674532770645
강남구,대치2동,0.007086875745905977,0.003459776981282358
강남구,개포2동,0.014288828886242808,0.007660343270099367
송파구,풍납1동,0.0515938378064141,0.029364311068086478
송파구,풍납2동,0.027339237581825184,0.016461901591720632
송파구,거여1동,0.057061519450657745,0.03311586738392278
송파구,거여2동,0.049980440435372905,0.028664000700545842
송파구,마천1동,0.0883336329318713,0.05815381708238851
송파구,마천2동,0.08929940137189649,0.05822027825141473
송파구,방이1동,0.020096159040570476,0.013416679371855466
송파구,방이2동,0.026947714280036308,0.019963299792301024
송파구,오륜동,0.001328278495724604,0.000416330566469777
송파구,오금동,0.04399968936174933,0.028792912513842746
송파구,송파1동,0.023480634633936084,0.016002504059314904
송파구,송파2동,0.022736611423092728,0.01204848079175731
송파구,석촌동,0.03067857359820181,0.021853986551392892
송파구,삼전동,0.0330838669855721,0.025110896225691088
송파구,가락본동,0.02218909466200332,0.012624838551236106
송파구,가락1동,0.005517241379310344,0.0024316109422492403
송파구,가락2동,0.022862586330078587,0.012632880826879472
송파구,문정1동,0.020406357818996787,0.011928054501308315
송파구,문정2동,0.004686465284499007,0.003235221718184056
송파구,장지동,0.04918676143548597,0.0329358647835147
송파구,위례동,0.02013330521760656,0.01273034182022788
송파구,잠실본동,0.030720375547961754,0.021369834313948007
송파구,잠실4동,0.002878042930807051,0.0016141778622231937
송파구,잠실6동,0.0035558064060956687,0.0017636165897533876
송파구,잠실7동,0.0014320834427285966,0.0006846300552594259
송파구,잠실2동,0.0011610549013103333,0.00041354782680617014
송파구,잠실3동,0.0018540786371178477,0.0008078219449009722
강동구,강일동,0.04840003565380158,0.029066331247063815
강동구,상일동,0.04218392189948174,0.023577195502501362
강동구,명일1동,0.020527441197434066,0.010266383248157027
강동구,명일2동,0.016114440800633272,0.007815334803360593
강동구,고덕1동,0.019423157817729575,0.008751447849828096
강동구,고덕2동,0.08999858936380307,0.06050976497848395
강동구,암사2동,0.01611785830423165,0.008083299082066037
강동구,암사3동,0.008860175357637284,0.003947719391837823
강동구,천호1동,0.05624540636725852,0.035376000837301795
강동구,천호3동,0.05895578936907615,0.03788612242661162
강동구,성내1동,0.018377473301615172,0.010660620824389185
강동구,성내2동,0.0374343080447379,0.022956451449934325
강동구,성내3동,0.028491237231160864,0.016330653647039017
강동구,둔촌2동,0.025182596227091455,0.014473684210526316
강동구,암사1동,0.05706725783959666,0.03809729088925112
강동구,천호2동,0.05748141396302732,0.03915375531748403
강동구,길동,0.03393409969041734,0.021678175350491734
