자치구,행정동,전체장애인비율,지체장애인비율,뇌병변장애인비율,시각장애인비율,청각장애인비율,언어장애인비율,지적장애인비율,자폐성장애인비율,정신장애인비율,신장장애인비율,심장장애인비율,호흡기장애인비율,간장애인비율,안면장애인비율,장루요루장애인비율,뇌전증장애인비율
강남구,역삼1동,0.022630958102145136,0.011038781365139003,0.0024465900650967715,0.0024757161373003046,0.002504842209503837,0.00020388250542473094,0.0011359168159377868,0.0004660171552565279,0.0006116475162741929,0.0012815471769554517,0.0,0.00011650428881413197,0.00020388250542473094,2.9126072203532994e-05,0.00011650428881413197,0.0
강남구,역삼2동,0.018690005646527386,0.008300395256916997,0.0021456804065499717,0.002173913043478261,0.0018633540372670807,0.0001411631846414455,0.0009599096555618294,0.0005081874647092038,0.0006493506493506494,0.0015245623941276115,2.8232636928289102e-05,8.46979107848673e-05,0.0001411631846414455,2.8232636928289102e-05,0.0001411631846414455,0.0
강남구,일원1동,0.06541384882398707,0.02693159375187025,0.007002214375486265,0.005924950625411455,0.007121910347716799,0.0007181758333832067,0.004608294930875576,0.0025136154168412233,0.005685558680950386,0.002992399305763361,0.00017954395834580167,0.0005984798611526722,0.0002992399305763361,0.00011969597223053444,0.0005984798611526722,0.00011969597223053444
강남구,일원2동,0.07201620825147348,0.02719793713163065,0.008165520628683693,0.007183202357563851,0.01068271119842829,0.00036836935166994106,0.005771119842829076,0.002762770137524558,0.005279960707269155,0.0026399803536345775,0.00012278978388998034,0.0009823182711198428,6.139489194499017e-05,0.00018418467583497053,0.00012278978388998034,0.0004911591355599214
강남구,일원본동,0.029249716415491817,0.008629071463296062,0.0024712364284556797,0.001742019121698266,0.0023902122832604117,0.00020256036298817049,0.002876357154432021,0.0032004537352130933,0.005874250526656944,0.0012558742505266569,0.00012153621779290228,0.00020256036298817049,0.00020256036298817049,0.0,0.0,8.102414519526819e-05
강남구,청담동,0.01946430109379037,0.008405822065282922,0.0023081560589096545,0.0022737059684781675,0.00223925587804668,0.0002067005425889243,0.0013780036172594953,0.0005512014469037981,0.00031005081388338644,0.0011024028938075962,0.00010335027129446215,0.00010335027129446215,0.0003445009043148738,0.0,0.00013780036172594953,0.0
강동구,강일동,0.04525133738463637,0.021337536181369056,0.005667783048176156,0.004849440041220241,0.005182839044054132,0.000363708003091518,0.0034249170291117946,0.0010911240092745542,0.000788034006698289,0.0015154500128813251,0.000121236001030506,0.0002121630018033855,0.000181854001545759,6.0618000515253e-05,0.00027278100231863854,0.000181854001545759
강동구,고덕1동,0.02842382011729882,0.013163942564027137,0.00330937103564928,0.003015204721369344,0.0027578091963744,0.000330937103564928,0.002095934989244544,0.0012869776249747201,0.00044124947141990404,0.001176665257119744,0.00011031236785497601,7.3541578569984e-05,0.000294166314279936,0.0,0.000294166314279936,7.3541578569984e-05
강동구,고덕2동,0.0729559748427673,0.02608407811982787,0.007149950347567031,0.006223104932141675,0.005693478980470043,0.00039721946375372393,0.019198940748096655,0.0011916583912611719,0.0035749751737835156,0.0019860973187686196,0.000264812975835816,0.000264812975835816,0.000264812975835816,0.0,0.000264812975835816,0.00039721946375372393
강동구,길동,0.04111738857501569,0.0192090395480226,0.004331450094161958,0.004394224733207784,0.005084745762711864,0.00025109855618330194,0.0025109855618330196,0.0008160703075957313,0.0015484410964636953,0.0019250889307386482,8.369951872776731e-05,0.00025109855618330194,0.00033479807491106924,2.0924879681941827e-05,0.0002092487968194183,0.0001464741577735928
강동구,둔촌1동,0.007782101167315175,0.005558643690939411,0.0011117287381878821,0.0,0.0,0.0,0.0,0.0,0.0011117287381878821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
강동구,둔촌2동,0.03399715504978663,0.015540540540540541,0.003662873399715505,0.00302275960170697,0.004338549075391181,0.00024893314366998575,0.002204836415362731,0.0007467994310099574,0.0011379800853485065,0.002240398293029872,3.556187766714083e-05,0.00010668563300142248,0.0002844950213371266,0.0,0.0002844950213371266,0.0001422475106685633
강동구,명일1동,0.035231332820767944,0.015286508977432047,0.004070372212925693,0.0031206186965763646,0.00425127764461128,0.0004522635792139659,0.0031206186965763646,0.0008140744425851386,0.0011758853059563113,0.0018995070326986569,9.045271584279318e-05,0.00022613178960698295,0.00036181086337117274,0.0,0.0002713581475283795,9.045271584279318e-05
강동구,명일2동,0.026125547771233985,0.011276411644848857,0.0022329528009601696,0.003070310101320233,0.0035727244815362716,0.00044659056019203395,0.0020654813408881568,0.0006698858402880509,0.0005582382002400424,0.0011164764004800848,0.00011164764004800849,0.00016747146007201272,0.0002791191001200212,0.0,0.00044659056019203395,0.00011164764004800849
강동구,상일동,0.04804596562484521,0.02040715240972807,0.007231660805389073,0.003962553865966616,0.005943830798949923,0.000495319233245827,0.00495319233245827,0.0011887661597899846,0.000990638466491654,0.001981276932983308,0.0,0.00029719153994749615,0.00029719153994749615,0.0,0.00029719153994749615,0.0
강동구,성내1동,0.03145124333711199,0.013940811847278165,0.0040520006753334455,0.003617857745833434,0.003762572055666771,0.00033766672294445384,0.0016400955114444901,0.0009647620655555823,0.00043414292950001205,0.0017848098212778273,4.823810327777912e-05,0.00019295241311111647,0.00038590482622223295,4.823810327777912e-05,9.647620655555824e-05,0.00014471430983333734
강동구,성내2동,0.045266242295645145,0.021784379104779227,0.00432454279074467,0.004405375366272608,0.006062443164595332,0.0002020814388198444,0.002627058704657977,0.0007679094675154088,0.002020814388198444,0.0018995655249065373,8.083257552793775e-05,0.0001616651510558755,0.0002829140143477822,0.00012124886329190665,0.0004445791654036577,8.083257552793775e-05
강동구,성내3동,0.03687023864640768,0.0177196009933078,0.003956395471189865,0.003872216844143272,0.004335199292899532,0.00042089313523296435,0.002020287049118229,0.0007996969569426323,0.0013047687192221894,0.0013047687192221894,8.417862704659286e-05,0.00021044656761648217,0.00042089313523296435,4.208931352329643e-05,0.00021044656761648217,0.00016835725409318573
강동구,암사1동,0.04475219248023063,0.0208807641012515,0.00501138338430036,0.005307755519931026,0.004580296641564845,0.00037720089989357546,0.003152321806253452,0.0008082876426290902,0.0016165752852581804,0.0018860044994678774,8.082876426290903e-05,0.00018860044994678773,0.0003233150570516361,8.082876426290903e-05,0.00035025797847260576,0.0001077716856838787
강동구,암사2동,0.032881216605014384,0.014591039868475134,0.004247157144814358,0.003836141937251678,0.0037676394026578985,0.00013700506918755994,0.002397588710782299,0.0006850253459377997,0.0008220304151253596,0.0016440608302507192,0.00013700506918755994,0.0002055076037813399,0.0,0.0,0.0002740101383751199,0.00013700506918755994
강동구,암사3동,0.029661242998132834,0.01435049346492398,0.003360896238997066,0.00240064017071219,0.002667377967457989,0.00032008535609495865,0.003147506001600427,0.0010669511869831954,0.0005334755934915977,0.0011202987463323553,0.00016004267804747933,0.00016004267804747933,0.00026673779674579886,0.0,0.00010669511869831955,0.0
강동구,천호1동,0.049331030753397176,0.021979172117850228,0.006000662863921015,0.004360946848779807,0.005791337415179584,0.0006977514958047691,0.0038027456521359916,0.0011861775428681075,0.002197917211785023,0.002197917211785023,0.00017443787395119228,0.00027910059832190765,0.00013955029916095383,0.00010466272437071537,0.00027910059832190765,0.00013955029916095383
강동구,천호2동,0.05141775861823666,0.024471097073427518,0.004951128942763242,0.006032409976240272,0.006174683796434618,0.0005406405167385149,0.003130024044275613,0.0010243715053992915,0.001621921550215545,0.0018211048984876294,0.00017072858423321526,0.00031300240442756126,0.0003699119325052997,8.536429211660763e-05,0.0003983666965441689,0.00031300240442756126
강동구,천호3동,0.04884642785378952,0.023089710099921452,0.004968671793653983,0.00569935882213251,0.005918564930676068,0.0005480152713588952,0.0031054198710337394,0.0006210839742067479,0.0020459236797398753,0.0019363206254680964,7.30687028478527e-05,0.0002557404599674844,0.0001461374056957054,0.00010960305427177903,0.0002922748113914108,3.653435142392635e-05
강북구,미아동,0.05254486351694349,0.023422540855857862,0.005165427260987666,0.006145077258761188,0.009128556797435098,0.00044529545353341944,0.0024936545397871487,0.0003117068174733936,0.0019147704501937036,0.0018702409048403615,0.00017811818141336776,0.00017811818141336776,0.0004007659081800775,0.00013358863606002583,0.0005788840895934453,0.00017811818141336776
강북구,번1동,0.05074580160634192,0.024408052571190154,0.005371857724001252,0.006362782935224784,0.0066235527276520285,0.0003129237509126943,0.0026598518827579015,0.00015646187545634714,0.002086158339417962,0.0019818504224470637,5.2153958485449043e-05,0.0003129237509126943,5.2153958485449043e-05,5.2153958485449043e-05,0.00026076979242724524,5.2153958485449043e-05
강북구,번2동,0.07881858483505096,0.03483217226092464,0.008693649605619207,0.007945189705797686,0.009960274051471011,0.0008636075767171397,0.005814957683228741,0.000921181415164949,0.004087742529794461,0.0033392826299729404,0.00028786919223904657,0.0006333122229259025,0.00028786919223904657,5.7573838447809316e-05,0.000921181415164949,0.00017272151534342795
강북구,번3동,0.10702926208651399,0.04871713316369805,0.012033502968617472,0.010602205258693808,0.011768447837150127,0.0005831212892281595,0.008004664970313826,0.00042408821034775233,0.007474554707379135,0.004770992366412214,0.0002650551314673452,0.0009541984732824427,0.0005831212892281595,0.0,0.00042408821034775233,0.00042408821034775233
강북구,삼각산동,0.038317531251887194,0.019022887855546834,0.0038347726311975363,0.004438673832960927,0.004499063953137266,0.00027175554079352616,0.002204239386436379,0.0005133160214988827,0.0011776073434386135,0.0014191678241439701,0.0,0.0002415604807053566,0.0002415604807053566,3.0195060088169576e-05,0.00030195060088169574,0.0001207802403526783
강북구,삼양동,0.052490428542364104,0.024229197107292804,0.004771857140214919,0.006732387593171436,0.007176281280633288,0.0005918582499491371,0.0038100874840475705,0.0004438936874618529,0.0016276101873601272,0.0017015924686037693,3.699114062182107e-05,0.00029592912497456857,0.000517875968705495,0.0,0.00036991140621821076,0.00018495570310910538
강북구,송중동,0.048732060749616835,0.02396544517207747,0.0039013515396405184,0.005782360317681482,0.007419534624494914,0.0004180019506757698,0.0027518461752821513,0.0002090009753378849,0.0016023408109237843,0.0018461752821513167,6.966699177929497e-05,0.00017416747944823743,0.00013933398355858994,0.0,0.00031350146300682737,0.00013933398355858994
강북구,송천동,0.05466237942122187,0.02596812526212778,0.0053823570529847615,0.005976513351041521,0.0077240318747378725,0.0005242555571089054,0.003075632601705578,0.00031455333426534324,0.0022368237103313295,0.0022018733398574027,0.00010485111142178107,0.00024465259331748915,0.00020970222284356213,3.4950370473927024e-05,0.0005592059275828324,0.00010485111142178107
강북구,수유1동,0.05896432681242808,0.024672036823935557,0.005661680092059839,0.00948216340621404,0.007779056386651323,0.0005063291139240507,0.005201380897583429,0.00046029919447640965,0.0018872266973532796,0.0019792865362485614,9.205983889528193e-05,0.0002761795166858458,0.00032220943613348675,4.6029919447640965e-05,0.0004142692750287687,0.00018411967779056386
강북구,수유2동,0.05035319688462235,0.022731389241079515,0.0047545734468393405,0.006067741351204492,0.006701684477449737,0.0003622532149972831,0.0034414055424741895,0.000815069733743887,0.0017659844231117552,0.002535772504980982,0.00022640825937330193,0.00018112660749864155,0.0003622532149972831,4.528165187466039e-05,0.0002716899112479623,9.056330374932077e-05
강북구,수유3동,0.04709609744610708,0.02200672189754458,0.004538351208443046,0.005608717059490934,0.006165307302035836,0.00029970243829340867,0.003168282919101749,0.0005994048765868173,0.0020122877999700296,0.0017553999957185366,0.00012844390212574659,0.00017125853616766211,4.281463404191553e-05,0.0,0.00034251707233532423,0.00025688780425149317
강북구,우이동,0.049100837962527066,0.023255813953488372,0.006308257226249882,0.004943037378777893,0.005366726296958855,0.00037661237171641087,0.0032953582525185954,0.00037661237171641087,0.0018830618585820545,0.0021184445909048113,0.00018830618585820544,0.00028245927878730817,0.00018830618585820544,0.0,0.0004236889181809622,9.415309292910272e-05
강북구,인수동,0.055454236345089794,0.025346975363976385,0.006676764242218169,0.005996723439770022,0.007047695589008068,0.0004945751290531977,0.004111155760254706,0.00043275323792154805,0.0021637661896077402,0.002040122407344441,6.182189113164972e-05,0.00021637661896077402,0.0002781985100924237,6.182189113164972e-05,0.00040184229235572315,0.00012364378226329943
강서구,가양1동,0.025185504479817728,0.011915391483727947,0.0030173342775331752,0.002678653899442717,0.002924966901690323,6.157825056190153e-05,0.0015394562640475384,0.0006465716308999661,0.0005849933803380646,0.0013547215123618339,6.157825056190153e-05,9.23673758428523e-05,0.00015394562640475384,0.0,0.00015394562640475384,0.0
강서구,가양2동,0.15643168027448615,0.06442799504400037,0.01887092162531372,0.012580614416875814,0.016329383359278204,0.0008895383931124313,0.012326460590272263,0.001207230676366871,0.017473075578994187,0.00800584553801188,0.00019061536995266384,0.001461384502970423,0.00031769228325443977,0.0003812307399053277,0.0010166153064142072,0.0009530768497633192
강서구,가양3동,0.10226402377378144,0.04417756808921295,0.010845255966422598,0.008516895928433564,0.013479979167304923,0.00098036212125854,0.0069850801139670965,0.0006127263257865874,0.009558530682270763,0.0047179927085567236,0.00018381789773597623,0.000245090530314635,0.00036763579547195247,0.0001225452651573175,0.0004289084280506112,0.0010416347538371987
강서구,공항동,0.04027166810844637,0.01998858846698938,0.0033130257127606706,0.003791573871270545,0.00563214371169314,0.00040492536489297086,0.0027240433638254405,0.00040492536489297086,0.001398833078721172,0.001803758443614143,3.68113968084519e-05,0.0002208683808507114,0.0002208683808507114,3.68113968084519e-05,0.0002208683808507114,7.36227936169038e-05
강서구,등촌1동,0.03175084466776401,0.01524733604782119,0.0030321406913280777,0.002858875508966473,0.0054145369488001385,0.00030321406913280777,0.0019059170059776487,0.0004764792514944122,0.0006064281382656155,0.0013861214588928355,0.00012994888677120333,8.663259118080222e-05,4.331629559040111e-05,0.0,0.00021658147795200553,4.331629559040111e-05
강서구,등촌2동,0.03304840700278831,0.01535859578552818,0.0031082872423092746,0.0028340266032819855,0.004251039904922978,0.00013713031951364447,0.0019198244731910225,0.00045710106504548155,0.001508433514650089,0.002559765964254697,4.5710106504548156e-05,4.5710106504548156e-05,0.0003199707455318371,0.0,0.00036568085203638525,0.00013713031951364447
강서구,등촌3동,0.11720522180660087,0.0471705199272913,0.013369988132257725,0.01099643967731759,0.014211245812489672,0.0008412576802319467,0.009644418405516247,0.0009614373488365106,0.011777607523247255,0.005137680832845103,0.0003605390058136915,0.0011417068517433563,0.00042062884011597336,6.008983430228191e-05,0.0005708534258716782,0.0005408085087205372
강서구,발산1동,0.037980414731640426,0.01867974076038446,0.003984321436425495,0.003699727048109388,0.004993337904091691,0.00020697773695716856,0.0024061161921270845,0.0005691887766322135,0.0009313998163072584,0.0014747163758198258,5.174443423929214e-05,0.0002328499540768146,0.00028459438831610675,2.587221711964607e-05,0.0003104666054357528,0.00012936108559823034
강서구,방화1동,0.03906437862061427,0.017969176959230518,0.0040222975188545194,0.004393922833096513,0.0058804240900644875,0.000306044376434583,0.0027106787627063068,0.0004590665646518745,0.000808831566291398,0.001617663132582796,8.744125040988087e-05,0.0001530221882172915,0.00021860312602470214,4.372062520494043e-05,0.00032790468903705323,6.558093780741065e-05
강서구,방화2동,0.06798365696474454,0.03091697906575123,0.006865759656290805,0.006528789857209048,0.00867697232635525,0.0007581820479339539,0.005180910660882019,0.0005896971483930753,0.003875152689440209,0.0029484857419653765,0.00029484857419653765,0.000505454698622636,0.000252727349311318,0.000126363674655659,0.0002106061244260983,0.000252727349311318
강서구,방화3동,0.08085751845484883,0.03692992213570634,0.009465062190312469,0.007159470118313277,0.009869552027505309,0.000687632723227829,0.004813429062594802,0.0006067347557892608,0.005986449590454039,0.003155020730104156,8.089796743856811e-05,0.0007280817069471129,0.00032359186975427243,4.0448983719284053e-05,0.000687632723227829,0.00032359186975427243
강서구,염창동,0.026429215398105495,0.012201899445480481,0.002815822948957034,0.0027911227476503935,0.003729730397302738,0.00012350100653320324,0.001753714292771486,0.0006916056365859381,0.000494004026132813,0.00113620926010547,2.470020130664065e-05,0.00012350100653320324,0.0002717022143730471,2.470020130664065e-05,0.00022230181175976585,2.470020130664065e-05
강서구,우장산동,0.02827982603754617,0.01252267412636318,0.002731822453395109,0.003168914045938326,0.0039775334921432785,0.0002622549555259305,0.0020106213256988,0.0006119282295605044,0.0008960377647135958,0.0014205476757654567,8.741831850864349e-05,6.556373888148262e-05,0.00034967327403457395,2.1854579627160872e-05,0.00010927289813580436,4.3709159254321743e-05
강서구,화곡1동,0.040002650435902044,0.019518567250078094,0.0036159518377933226,0.004789716308700056,0.005225145064036424,0.0003597020152778698,0.0018931685014624727,0.00041649707032174397,0.001457739746126104,0.0015902615412284771,0.00011359011008774835,0.00017038516513162254,0.0002839752752193709,0.00011359011008774835,0.00032183864524862034,0.00013252179510237307
강서구,화곡2동,0.03973813587385689,0.01925771200040757,0.003362457650864814,0.004738008508036783,0.005909774053035127,0.0001528389841302188,0.002292584761953282,0.0007132485926076878,0.0009170339047813128,0.0017321751534758133,0.00010189265608681254,5.094632804340627e-05,5.094632804340627e-05,0.00010189265608681254,0.00020378531217362509,0.0001528389841302188
강서구,화곡3동,0.0375022349365278,0.016046844269622742,0.004738065438941534,0.004067584480600751,0.0063025210084033615,0.00044698730556052207,0.0018326479527981405,0.00031289111389236547,0.001296263186125514,0.0016091543000178795,4.469873055605221e-05,8.939746111210442e-05,0.00031289111389236547,4.469873055605221e-05,0.00013409619166815663,0.00022349365278026103
강서구,화곡4동,0.04278890359041062,0.020497409791213474,0.0042609495189612255,0.004530062120158777,0.0056513646251485725,0.0004036689017963266,0.0024668655109775514,0.000583077302594694,0.0017043798075844902,0.0016595277073848983,0.00022426050099795923,0.00022426050099795923,0.00022426050099795923,0.0,0.00017940840079836738,0.00017940840079836738
강서구,화곡6동,0.04004422061171846,0.016951234492077142,0.0035622159439872253,0.0044630061826966385,0.005118126356303485,0.00036850509765385086,0.005240961388854768,0.00045039511935470665,0.0015149654014658313,0.0014740203906154035,8.189002170085576e-05,0.00012283503255128362,0.00012283503255128362,4.094501085042788e-05,0.00040945010850427875,0.00012283503255128362
강서구,화곡8동,0.04120826465289225,0.018898301836163606,0.004331659447234255,0.004216659638900602,0.006056656572239047,0.000498332502779162,0.002376662705562157,0.0004599992333346111,0.001609997316671139,0.0014949975083374861,0.00011499980833365278,0.00022999961666730556,0.00022999961666730556,0.0001533330777782037,0.00034499942500095833,0.00019166634722275462
강서구,화곡본동,0.04038901441261911,0.019001641943949366,0.003873303675428379,0.003929438511304152,0.005136337482633285,0.00036487643319252843,0.003003213719353888,0.0005332809408198492,0.0019366518377141894,0.0017682473300868686,0.00016840450762732083,0.00019647192556520763,8.420225381366041e-05,0.0,0.00016840450762732083,0.00022453934350309443
관악구,낙성대동,0.028375996893575076,0.013799695331401775,0.00334538068640043,0.00268825233728606,0.0038830311538576422,0.00017921682248573734,0.0013739956390573195,0.0003584336449714747,0.0010155619940858448,0.001135039875743003,5.973894082857911e-05,0.00017921682248573734,0.00011947788165715822,0.0,0.00023895576331431644,0.0
관악구,난곡동,0.055145590609969965,0.02403069817512545,0.005417325022138107,0.006598024065424617,0.006875835605021444,0.00045144375184484224,0.004236625978851597,0.0004861701942944455,0.0025697567412706407,0.002639209626169847,0.00017363221224801626,0.0005208966367440487,0.00017363221224801626,6.945288489920651e-05,0.0005556230791936521,0.0003472644244960325
관악구,난향동,0.04352890687266262,0.019863895530623506,0.004352890687266262,0.004659432284961069,0.005885598675740298,0.0004904665563116915,0.0030041076574091104,0.0008583164735454601,0.001103549751701306,0.002268407822941573,6.130831953896144e-05,0.0001839249586168843,0.0001839249586168843,6.130831953896144e-05,0.0003678499172337686,0.0001839249586168843
관악구,남현동,0.030559079988121914,0.014361687768269309,0.0032934697513700294,0.0028075479847744513,0.0035094349809680642,0.0002159652295980347,0.0017817131441837863,0.0004319304591960694,0.0016197392219852603,0.0018357044515832951,0.0,0.0002159652295980347,0.00010798261479901736,0.0,0.00032394784439705206,5.399130739950868e-05
관악구,대학동,0.03084998816771723,0.014542951186455263,0.0023234300712088292,0.003915409934814878,0.003097906761611772,0.0002151324140008175,0.001548953380805886,0.0004732913108017985,0.0022804035884086654,0.001462900415205559,0.0001290794484004905,8.6052965600327e-05,0.000344211862401308,4.30264828001635e-05,0.000258158896800981,0.0001290794484004905
관악구,미성동,0.04340304593617744,0.020512186833894535,0.004757344536776745,0.004788236384418152,0.0054060733372463,0.0004015940193382966,0.0023786722683883724,0.0005560532575453338,0.0014519168391461494,0.002131537487257113,0.00015445923820703715,0.00021624293348985202,0.0002471347811312595,6.178369528281487e-05,0.0003089184764140743,3.0891847641407435e-05
관악구,보라매동,0.04450156639087477,0.02020242589766246,0.005261466784480681,0.005181139047313038,0.005140975178729215,0.0003614748172543979,0.0032532733552895813,0.0007631135030926179,0.0016467186119367018,0.0020081934291911,8.032773716764399e-05,0.00012049160575146598,8.032773716764399e-05,4.0163868583821995e-05,0.00024098321150293196,0.00012049160575146598
관악구,삼성동,0.059135415457254537,0.0280970625798212,0.005882580595224274,0.005147258020821239,0.007856341189674524,0.0004644142575177058,0.003986222377026975,0.0006579201981500832,0.003134796238244514,0.002747784356979759,0.0002322071287588529,0.00015480475250590194,0.0002322071287588529,3.8701188126475485e-05,0.0002709083168853284,0.0002322071287588529
관악구,서림동,0.03634766605320395,0.01744186046511628,0.0033461602810774638,0.004015392337292956,0.004140873347833361,0.00029278902459427806,0.002551447214321566,0.00037644303162121467,0.00196586916513301,0.0012966371089175172,4.1827003513468296e-05,0.00025096202108080976,0.00020913501756734148,4.1827003513468296e-05,0.00037644303162121467,0.0
관악구,서원동,0.0375293544242102,0.017103106030395675,0.0037219194470291105,0.005095484957242235,0.004696707873631973,0.00039877708361026184,0.002126811112588063,0.00031015995391909254,0.0009747884266028623,0.001772342593823386,8.86171296911693e-05,0.0002658513890735079,0.00022154282422792325,4.430856484558465e-05,0.0004430856484558465,0.0002658513890735079
관악구,성현동,0.046766947268350276,0.022570802091479214,0.004600027600165601,0.005244031464188785,0.005213364613521014,0.00021466795467439472,0.0033120198721192325,0.0005826701626876427,0.0019933452934050937,0.0019013447414017817,9.200055200331202e-05,0.00015333425333885337,0.00027600165600993605,6.133370133554135e-05,0.00030666850667770675,0.0002453348053421654
관악구,신림동,0.02634526418310202,0.011882152422692964,0.0030679327976625274,0.004334063793523253,0.003116630143657171,9.739469198928659e-05,0.0012661309958607256,0.00024348672997321646,0.0004869734599464329,0.0012661309958607256,0.0,0.00014609203798392987,0.00014609203798392987,0.0,9.739469198928659e-05,0.00019478938397857318
