자치구,행정동,전입수,전출수,전입비율,전출비율
마포구,망원1동,3893,3586,0.18376643300526327,0.16927470556302956
마포구,망원2동,2517,2913,0.1298761609907121,0.15030959752321982
마포구,상암동,4311,4167,0.13242815672661926,0.12800466923679482
마포구,서강동,3693,4391,0.14995736386892436,0.17830023957445082
마포구,서교동,4919,5457,0.20524053907456086,0.22768807109775943
마포구,성산1동,3074,3246,0.15557073812596472,0.16427541182722236
마포구,성산2동,6146,5150,0.1520553198332488,0.12741374831455116
마포구,신수동,3151,3304,0.15023362258033757,0.15752836845618384
마포구,아현동,3907,4189,0.1605671427103668,0.17215658070481865
마포구,연남동,2952,3418,0.18309247658624325,0.21199528623705266
마포구,염리동,3478,1921,0.31892164504149284,0.17614964925954793
마포구,용강동,3265,3227,0.1502773111177594,0.14852829493935976
마포구,합정동,3453,3802,0.18606029582132178,0.2048656949645715
서대문구,남가좌1동,2619,2699,0.15910816803863795,0.1639682877190851
서대문구,남가좌2동,4908,3293,0.21424362136324945,0.14374577122028942
서대문구,북가좌1동,2386,2924,0.12467342460027171,0.15278503500888285
서대문구,북가좌2동,3991,4468,0.11845541968419802,0.13261308322450432
서대문구,북아현동,2599,2634,0.15313908611495744,0.15520136699761364
서대문구,신촌동,5428,4956,0.3067966652536385,0.2801186943620178
서대문구,연희동,5523,6010,0.15016517353416986,0.16340624532688047
서대문구,천연동,2367,2759,0.12796323827544262,0.14915529125557508
서대문구,충현동,2556,2985,0.14661427711016148,0.17122207244672613
서대문구,홍은1동,3571,2738,0.1554704166485263,0.11920414471679219
서대문구,홍은2동,3652,4830,0.12886379675370502,0.17043048694424842
서대문구,홍제1동,2574,3878,0.11202263083451203,0.16877380045696877
서대문구,홍제2동,1745,1839,0.11957787980538614,0.1260193243335846
서대문구,홍제3동,1942,2471,0.1188239973077982,0.15119160522531894
서초구,내곡동,2454,2719,0.13263072557762465,0.14695311444399406
서초구,반포1동,8348,5020,0.28419207135440605,0.17089652589831317
서초구,반포2동,2187,10007,0.10915624766040279,0.49946345237203965
서초구,반포3동,5213,3602,0.27317507729392654,0.18875438872294711
서초구,반포4동,3324,3262,0.16979108137099658,0.166624099708842
서초구,반포본동,1850,2124,0.1508418606547352,0.1731827632598149
서초구,방배1동,3465,3177,0.2029104324656692,0.18604514976722397
서초구,방배2동,3416,8196,0.14106375949785266,0.33845391476709613
서초구,방배3동,3177,3533,0.14516129032258066,0.16142739650918395
서초구,방배4동,3908,5943,0.1582955281918341,0.2407242384964355
서초구,방배본동,3284,3379,0.15507023964112857,0.15955613268799435
서초구,서초1동,4051,4023,0.19372115821437966,0.1923821820529374
서초구,서초2동,4902,3256,0.29229026295390853,0.19414465446306123
서초구,서초3동,5534,5278,0.18625471190091544,0.1776386645126548
서초구,서초4동,4511,4063,0.14760642649127972,0.13294722031347142
서초구,양재1동,5766,6489,0.12496749024707413,0.1406371911573472
서초구,양재2동,4174,4154,0.1796659779614325,0.1788050964187328
서초구,잠원동,5094,5264,0.14972004643849104,0.15471659294311285
성동구,금호1가동,4753,1858,0.3311733556298774,0.12945930880713488
